Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
Laundry'in,"Blok BA1, Jl. Danau Sunter Utara No.8, RT.1/RW.10, Danau Sunter Utara, Kec. Tj. ",Jl. Danau Sunter Utara No.8,"Layanan Binatu, Binatu Cucian Kering",Asia/Jakarta,"(021) 39703000, +62 21 39703000",YES,184.0,4.9,https://search.google.com/local/reviews?placeid=ChIJO_8nUVr1aS4RWp60WTdNYh0&q=la,https://www.google.com/maps?cid=2117339674941103706,-6.1400628,106.858713,http://laundryin.info/?utm_source=gmb&utm_medium=referral,laundryin.info,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPPRKcetzvEYOXvXCg_U-HwAVdMQYQM-RCZI1Sw
D'VARA LAUNDRY,"Jl. Bugis No.15, RT.6/RW.6, Kb. Bawang, Kec. Tj. Priok, Jkt Utara, Daerah Khusus","RT.6/RW.6, Kb. Bawang",Layanan Binatu,Asia/Jakarta,"0812-1007-1860, +62 812-1007-1860",YES,9.0,4.7,https://search.google.com/local/reviews?placeid=ChIJKyVEJHYfai4RjnKr66uPBIo&q=la,https://www.google.com/maps?cid=9945231845696959118,-6.1158465,106.8914008,None,None,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipN3t-P0cunXANWPXnx_Hqq8K1Rao9x06Wq0J8hG
Bravo Charlie Laundry 2,"Jl. Mindi blok 0, Gg. IV No.40 rt 005/006, RT.9/RW.6, Lagoa, Kec. Tj. Priok, Jak",Gg. IV No.40 rt 005/006,Layanan Binatu,Asia/Jakarta,"0856-2540-781, +62 856-2540-781",YES,27.0,4.7,https://search.google.com/local/reviews?placeid=ChIJbSLTepb1aS4RSwLQSxtpJo8&q=la,https://www.google.com/maps?cid=10315047562495656523,-6.1151189,106.9042487,None,None,"Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.00-21.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipOLtI-bXPxfHqFVQCYBGXrUlz5v-pcH-rKw328Y
Barokah laundry,"Jl. Al-Akhyar Kayu Tinggi, Cakung Tim., Kec. Cakung, Jakarta, Daerah Khusus Ibuk",Cakung Tim.,Layanan Binatu,Asia/Jakarta,"0877-7710-8085, +62 877-7710-8085",YES,26.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ8_WTTw6LaS4Rp0KKZec2sXU&q=la,https://www.google.com/maps?cid=8480619940784259751,-6.1814789,106.9457345,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOFTVazkDtfZI_AvxSNySEXNOqq_5g2svv9gepV
Laundry Care,"Jl pulogebang permai, no43f, Pulo Gebang, Kec. Cakung, Kota Jakarta Timur, Daera","no43f, Pulo Gebang",Binatu,Asia/Jakarta,"0878-7512-2601, +62 878-7512-2601",YES,158.0,4.9,https://search.google.com/local/reviews?placeid=ChIJZT4eSHSLaS4R_AVZIhjO6l8&q=la,https://www.google.com/maps?cid=6911563181204243964,-6.196541799999999,106.9558014,http://wa.me/+6287875122601,wa.me,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPsdXiogK3TU9_PW0Yspgcv0QD-PIvBdcKxoVA=
Kireiwash  Kirei Wash & Beyond - Jakarta Garden City (JGC),"Ruko Cleon Park, Jl. Jkt Garden City Boulevard No. 12, RT.7/RW.9, Cakung Tim., K",Jl. Jkt Garden City Boulevard No. 12,Binatu,Asia/Jakarta,"0811-9677-706, +62 811-9677-706",YES,35.0,4.8,https://search.google.com/local/reviews?placeid=ChIJa2SdckCLaS4RJ2nlYvdD8Gg&q=la,https://www.google.com/maps?cid=7561618504150247719,-6.1758183,106.9552815,http://www.kireiwash.com/,kireiwash.com,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMjYrva9EKHprS2dG28CE65Foz0LUiFOoyQG5WR
LaundryKlin Penggilingan,"Jl. Amalia No.74, RT.1/RW.6, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Daer","RT.1/RW.6, Penggilingan","Layanan Binatu, Binatu",Asia/Jakarta,"0811-2306-664, +62 811-2306-664",YES,60.0,5.0,https://search.google.com/local/reviews?placeid=ChIJASdGBRKLaS4R7vo6cIYDab4&q=la,https://www.google.com/maps?cid=13720501615704341230,-6.2087297,106.935638,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPv14PyUWGT01gUMsU8zkyJ_6Zgzs_St7Vih5dz
Laundry Kiloan dan Satuan Pulo Gebang (Voryclean Laundry Services),"Jl. Raya Pulo Gebang No.34, RT.14/RW.4, Ujung Menteng, Kec. Cakung, Kota Jakarta","RT.14/RW.4, Ujung Menteng",Binatu,Asia/Jakarta,"0812-6888-1357, +62 812-6888-1357",YES,27.0,5.0,https://search.google.com/local/reviews?placeid=ChIJd8jcDEGLaS4RLeOihuoC4xQ&q=la,https://www.google.com/maps?cid=1505049906776302381,-6.191263999999999,106.9588762,http://linktr.ee/voryclean,linktr.ee,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPlreTIUKX8ClxzkJVb39SyVxvw-9vny6bd9o2r
Mega Laundry,"Jl. Amalia No.69 1, RT.1/RW.6, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Da","RT.1/RW.6, Penggilingan",Binatu,Asia/Jakarta,"0813-8739-9808, +62 813-8739-9808",YES,22.0,4.8,https://search.google.com/local/reviews?placeid=ChIJKfoj-2iLaS4R8SLul6ilXFU&q=la,https://www.google.com/maps?cid=6150973334603309809,-6.2089707,106.9344942,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPW-6qwZaS4LLFzpZe2tjOCfbBu7yMYFQ6R1vOb
LaundryKlin Sentra Timur,"Apartemen Sentra Timur Residence, Tower Hijau No. H8M, Jl. Sentra Primer Timur, ",Jl. Sentra Primer Timur,Binatu,Asia/Jakarta,"0812-1020-5652, +62 812-1020-5652",YES,36.0,4.9,https://search.google.com/local/reviews?placeid=ChIJV53fSTqLaS4R27f6x5Yr968&q=la,https://www.google.com/maps?cid=12679651202485106651,-6.204443299999999,106.949906,http://www.laundryklin.com/,laundryklin.com,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO1uQwJWnBJyG8TEyLmtd4M2XJiR9l61QwvaIOz
Turtle Laundry,"Pulo Gebang Permai Jl anggrek raya blok A selatan 1, unit 4, RT.7/RW.12, Pulo Ge",unit 4,Layanan Binatu,Asia/Jakarta,"0858-9047-1417, +62 858-9047-1417",YES,31.0,4.9,https://search.google.com/local/reviews?placeid=ChIJNaJqA3qLaS4R--VPxiyV-14&q=la,https://www.google.com/maps?cid=6844228078257825275,-6.1993581,106.9530475,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNtI4v2BJZtJ4Kk2zJe1nXiuMTXUWGP5c6j6aHZ
Wash & Co Laundry - Asisten Laundry Pribadi Anda,"Jl. Tipar Cakung No.24, RT.4/RW.09, Cakung Bar., Kec. Cakung, Kota Jakarta Timur","RT.4/RW.09, Cakung Bar.",Layanan Binatu,Asia/Jakarta,None,YES,17.0,4.6,https://search.google.com/local/reviews?placeid=ChIJc_mNeoGLaS4RVTdkXlht4oQ&q=la,https://www.google.com/maps?cid=9575335984051271509,-6.161084499999999,106.9319971,None,None,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipOWjZFYHOO0odNgNJhWm1DIuJo_794RVTypQF5H
Emexykings Laundry,"Ruko The Savoy, Jl. River Garden Boulevard No.51 Blok B1, RW.7, Cakung Tim., Dae",Jl. River Garden Boulevard No.51 Blok B1,Binatu,Asia/Jakarta,"0877-7996-4595, +62 877-7996-4595",YES,17.0,4.8,https://search.google.com/local/reviews?placeid=ChIJQZ8HFwiNaS4Rc0IcJIlyZNI&q=la,https://www.google.com/maps?cid=15160368178977849971,-6.1589326,106.9674642,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipM28TewbxYWcHuu8cPKMnBeVS_TA4O_brwMqS5Z
Garden Wash Laundry,"Jl. Cipayung Raya No.7a, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khu",Cipayung,Layanan Binatu,Asia/Jakarta,"0856-5553-8888, +62 856-5553-8888",YES,17.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ0yFWYyHtaS4RibZeOVqyE_k&q=la,https://www.google.com/maps?cid=17947885040580867721,-6.332949999999999,106.8924277,https://www.instagram.com/gardenwashlaundry.official?igsh=MTJ3NGdtczRlYzY1MA==,instagram.com,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPvmp0ShFUxhkL3IdzR2I_ReFvW-O789o6nvbVr
Sari Laundry Cipayung,"MV9Q+H8Q, RT.6/RW.2, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus ","RT.6/RW.2, Cipayung",Layanan Binatu,Asia/Jakarta,"0822-3333-4625, +62 822-3333-4625",NO,21.0,4.0,https://search.google.com/local/reviews?placeid=ChIJE31mnBjtaS4Rh8tvF9krWhw&q=la,https://www.google.com/maps?cid=2042993592367041415,-6.331042,106.8883467,http://www.sarilaundry.blogspot.co.id/,sarilaundry.blogspot.co.id,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN3ovGFTnZ9yYrMljywMbr0sC4Dp0Sb1jhM1P-S
Swan Laundry Cipayung,"Jl. Setu Cipayung No.20A 5, RT.7/RW.4, Cilangkap, Kec. Cipayung, Kota Jakarta Ti","RT.7/RW.4, Cilangkap",Binatu,Asia/Jakarta,"(021) 84312920, +62 21 84312920",YES,13.0,4.6,https://search.google.com/local/reviews?placeid=ChIJE7YEfi_taS4RWordQSgEmxQ&q=la,https://www.google.com/maps?cid=1484785073098951258,-6.330095,106.900449,None,None,"Minggu: [09.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNsFhejek_QbFcIBBCced4Ml8LDDLw-MzBFXizx
Amanah laundry,"MW53+HW4, Jl. Cilangkap Raya, RT.4/RW.2, Cipayung, Kec. Cipayung, Kota Jakarta T",Jl. Cilangkap Raya,Layanan Binatu,Asia/Jakarta,"0857-7509-5156, +62 857-7509-5156",NO,33.0,5.0,https://search.google.com/local/reviews?placeid=ChIJaVvZ5r3taS4RdrN8-_ix0Io&q=la,https://www.google.com/maps?cid=10002690455319130998,-6.341124199999999,106.9048146,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNxap7t75oZlsDV9_hV3JNEEamE3Z1HKhMMLb86
Surga Laundry Bambu Apus,"Jl. P.P.A No.F72, RT.8/RW.1, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daer","RT.8/RW.1, Bambu Apus",Layanan Binatu,Asia/Jakarta,"0858-8283-7443, +62 858-8283-7443",YES,20.0,4.6,https://search.google.com/local/reviews?placeid=ChIJewbDxnftaS4RADhiodK8PzE&q=la,https://www.google.com/maps?cid=3548762644227962880,-6.3165136,106.8963544,http://www.surgalaundry.com/,surgalaundry.com,"Minggu: [07.30-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipPax09YcHw4adSwj1hwBEuuZ9suSCYakmdd9avn
JOSS Laundry Cilangkap,"2, Jl. Raya Cilangkap No.114, RT.2/RW.5, Cilangkap, Kota Jakarta Timur, Daerah K",Jl. Raya Cilangkap No.114,Binatu,Asia/Jakarta,"0813-7647-9266, +62 813-7647-9266",NO,55.0,4.6,https://search.google.com/local/reviews?placeid=ChIJ48gA0oDtaS4RavBxCs_E6Uk&q=la,https://www.google.com/maps?cid=5326004427854835818,-6.3425214,106.9071145,http://www.instagram.com/josslaundry_cilangkap,instagram.com,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMifWU5rwXeMBHSoGyzo_jDTetYxtWyVsUelHJU
HAPPY LAUNDRY EXPRESS,"Jl. SMP 160 No.59 C 7, RT.3/RW.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daer","RT.3/RW.3, Ceger",Binatu Cucian Kering,Asia/Jakarta,"0815-1151-1451, +62 815-1151-1451",YES,30.0,4.6,https://search.google.com/local/reviews?placeid=ChIJK28czEztaS4RWtAP9dbabKE&q=la,https://www.google.com/maps?cid=11631912554360459354,-6.3134663,106.8891508,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOpEeJ3VXH04QgChNje2Tt6uWcbWHRBLWjUzOvB
Seawash Laundry,"Jl. Raya Setu, RT.6/RW.3, Setu, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus","RT.6/RW.3, Setu",Layanan Binatu,Asia/Jakarta,"0859-6304-8080, +62 859-6304-8080",YES,17.0,5.0,https://search.google.com/local/reviews?placeid=ChIJNe_eLnbtaS4R0rnJxbkHyH0&q=la,https://www.google.com/maps?cid=9063502744551799250,-6.3172975,106.9110812,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipO_jkit092AF1GIqr5K7dzj4Qw9XSbh3Lzrq9aS
Simplyclean - Laundry Service,"No.66, RT.6/RW.7, Cipayung, East Jakarta City, Jakarta 13840","RT.6/RW.7, Cipayung",Binatu,Asia/Jakarta,"0812-1177-7317, +62 812-1177-7317",NO,20.0,5.0,https://search.google.com/local/reviews?placeid=ChIJSUG36pjtaS4RXffFlyhozc0&q=la,https://www.google.com/maps?cid=14829623671555225437,-6.3402997,106.8917862,None,None,"Minggu: [07.30-17.45], Senin: [07.30-17.45], Selasa: [07.30-17.45], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipP-HGasrS_74ZLstS2DWNlo3RMVw39GerlfkuzV
Top Laundry Bambu Apus,"Jl. Bambu Apus Raya No.1, RT.1/RW.3, Bambu Apus, Kec. Cipayung, Kota Jakarta Tim","RT.1/RW.3, Bambu Apus","Layanan Binatu, Kantor Perusahaan",Asia/Jakarta,"0878-8043-5296, +62 878-8043-5296",YES,41.0,4.2,https://search.google.com/local/reviews?placeid=ChIJf74xQNXtaS4RBTImLT8aDBQ&q=la,https://www.google.com/maps?cid=1444558439121826309,-6.3150527,106.9005817,http://www.topcleanlaundry.com/,topcleanlaundry.com,"Minggu: [07.00-23.30], Senin: [07.00-23.30], Selasa: [07.00-23.30], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOe44qc_WYgGTdmR-T0OOSkerrYINop9G_QiHwu
Bersih Wangi Dan berkualitas,Jalan Raya Centex No.9E RT.5/RW.2 Kelurahan Ciracas Kecamatan Ciracas Kota Jakar,DKI,"Layanan Binatu, Binatu Cucian Kering",Asia/Jakarta,"0812-8747-2889, +62 812-8747-2889",YES,28.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ27PP3Q_taS4R7UirtCuUz1U&q=la,https://www.google.com/maps?cid=6183323728838609133,-6.3272488,106.8762336,http://koalalaundry.com/,koalalaundry.com,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPhWXtRG_1M0WXjhcOwoV1EYn94yCFaJGp0_Cae
Randu Laundry,"Jl. Randu No.39 6, RT.6/RW.4, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, ","RT.6/RW.4, Klp. Dua Wetan",Layanan Binatu,Asia/Jakarta,"0813-8220-0689, +62 813-8220-0689",YES,44.0,4.8,https://search.google.com/local/reviews?placeid=ChIJa-tdth7taS4RcTLA4teubcE&q=la,https://www.google.com/maps?cid=13937988664027001457,-6.3341034,106.8851022,http://randulaundri.blogspot.com/,randulaundri.blogspot.com,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNqsF3Vv6g4LU5deiG57ccjmxT-nXcUDkxUP5wO
HQ Laundry,"Jl. Raya Centex No.8, RT.12/RW.03, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Da","RT.12/RW.03, Ciracas",Binatu Cucian Kering,Asia/Jakarta,"0812-8981-2045, +62 812-8981-2045",YES,8.0,5.0,https://search.google.com/local/reviews?placeid=ChIJDWYmqVHtaS4RG7A-usyjTN4&q=la,https://www.google.com/maps?cid=16018358074343338011,-6.3169106,106.8792087,https://instagram.com/hqlaundryciracas?igshid=1nhop6kawu7w4,instagram.com,None,https://lh5.googleusercontent.com/p/AF1QipM0nkF8dOLhs_maNBZfWtWMNmmeUZdY0M9rZG2Y
DR Laundry (Doa Ramadhan),"Jl. H. Baping No.68, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ib",Susukan,Binatu Cucian Kering,Asia/Jakarta,"0821-1094-6277, +62 821-1094-6277",NO,30.0,5.0,https://search.google.com/local/reviews?placeid=ChIJvffvcADtaS4RVkNCAAwyheA&q=la,https://www.google.com/maps?cid=16178392263523713878,-6.3135257,106.8749675,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPxefJM6uWPSHfrV_cVXYsMKvlCJIqXHNiTjL9Z
Express Laundry UNO,"Jl. Lap. Tembak No.1, RT.4/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daer","RT.4/RW.1, Cibubur","Layanan Binatu, Binatu Cucian Kering, Jasa Semir Sepatu",Asia/Jakarta,"0878-8232-9975, +62 878-8232-9975",YES,33.0,4.5,https://search.google.com/local/reviews?placeid=ChIJv-4EfrjtaS4RUqLpM4AagXg&q=la,https://www.google.com/maps?cid=8683250694476112466,-6.3470721,106.8739813,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPr5ZnQn92moJaXoLHThKc7mwonMGOWqkXsMtnd
Mama Laundry,"Jl. Raya Centex No.4, RT.7/RW.2, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daer","RT.7/RW.2, Ciracas",Layanan Binatu,Asia/Jakarta,"0813-8055-5651, +62 813-8055-5651",YES,15.0,5.0,https://search.google.com/local/reviews?placeid=ChIJgZteQs3taS4RSerIh_IDuDk&q=la,https://www.google.com/maps?cid=4159078596071713353,-6.3274705,106.8761501,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN2MQAX0z6Xua4gGBL55XWuFNe7eCwPWyjWwbmK
Icha Laundry 1,"Jl. Persatuan No.58, RT.9/RW.8, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur","RT.9/RW.8, Klp. Dua Wetan",Binatu Cucian Kering,Asia/Jakarta,"0812-8395-827, +62 812-8395-827",NO,9.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ22A6DePsaS4R_cCXE08OvcY&q=la,https://www.google.com/maps?cid=14320618122901963005,-6.3422948,106.8793938,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMtfdRj9giQIz8475sJrTpe4Ex5Ymrm0dn_2axP
Cintika Laundry,"Gg. Dewa No.108 3, RT.2/RW.2, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah ","RT.2/RW.2, Ciracas",Binatu Cucian Kering,Asia/Jakarta,"0857-7705-93204, +62 857-7705-93204",NO,12.0,4.3,https://search.google.com/local/reviews?placeid=ChIJLegSq1PtaS4R3VARgWOZAVc&q=la,https://www.google.com/maps?cid=6269460808922648797,-6.3282833,106.8743652,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNODygwfmZ_q-of6F-i2T12kph1TyGOEhJmB8Lv
Double D Laundry,"Jl. Cibubur VIIIE, Jakarta, Daerah Khusus Ibukota Jakarta 13720",Jakarta,Binatu,Asia/Jakarta,"0858-8881-1021, +62 858-8881-1021",YES,9.0,5.0,https://search.google.com/local/reviews?placeid=ChIJpbeZopbtaS4RU8UBdR0yaDA&q=la,https://www.google.com/maps?cid=3488093013496939859,-6.3549037,106.8831525,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN-h8F1R5bK51CarSdmtMlSW43quiRz37fUjyES
RATU LAUNDRY & DRY CLEAN SERVICE,"Jl. Raya Centex No.5, RT.7/RW.10, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Dae","RT.7/RW.10, Ciracas",Binatu Cucian Kering,Asia/Jakarta,"0858-9452-6170, +62 858-9452-6170",YES,9.0,4.9,https://search.google.com/local/reviews?placeid=ChIJpxQYxKftaS4RMdnLwielVlU&q=la,https://www.google.com/maps?cid=6149283931411437873,-6.3204483,106.8772697,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOqLC-up8FgJdSJIixkDgOy0hXZVo6GYQ-yXAIc
Lemon Fresh Laundry,"Ruko The Mozz Residence) Sebelah Indomaret dan Sate Pak Sahid, Jl. Bulak Ringin,",Jl. Bulak Ringin,Layanan Binatu,Asia/Jakarta,"0819-0157-2254, +62 819-0157-2254",YES,73.0,4.9,https://search.google.com/local/reviews?placeid=ChIJDZwdOYjtaS4R-5s9-pD31tw&q=la,https://www.google.com/maps?cid=15913178535405919227,-6.3518114,106.8725245,None,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNQuO8uCs3eOtet3en8LWXH_Ufk8Eb7PpMjqV9A
Sefti Laundry,"RT.8/RW.5, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibuk",Kec. Duren Sawit,Layanan Binatu,Asia/Jakarta,"0896-1287-5455, +62 896-1287-5455",YES,143.0,5.0,https://search.google.com/local/reviews?placeid=ChIJw2AH4HaNaS4R16BlGAr3EGg&q=la,https://www.google.com/maps?cid=7498765002302922967,-6.2376508,106.9204558,http://seftilaundry.blogspot.com/,seftilaundry.blogspot.com,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipMBNyWQGkUo3YvczIcu-A_H0xhV37_R9qvLk-Gs
Laundry Barn,"Jl. H. Hasan No.48E, Baru, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibuk",Baru,Binatu,Asia/Jakarta,"0811-206-346, +62 811-206-346",YES,55.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ-V7u76_taS4RKRide08mSUA&q=la,https://www.google.com/maps?cid=4632275814545430569,-6.3283416,106.8503727,None,None,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPX3D3py6h-XrLMuZmWZCS1KLAaAYthZk7n4v8C
Ekspress Laundry,"Jl. Pertengahan No.5a 4, RT.5/RW.7, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur","RT.5/RW.7, Cijantung",Layanan Binatu,Asia/Jakarta,"0857-7177-7454, +62 857-7177-7454",NO,22.0,4.7,https://search.google.com/local/reviews?placeid=ChIJ98v7V6TtaS4R1c94GdFamvo&q=la,https://www.google.com/maps?cid=18057845510017437653,-6.325291399999999,106.8561873,None,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNrMkN4pGKSqIfZ9Jm-wJkB5vYWkzSv9ANVmP8=
SEGEH LAUNDRY,"Jl. Malaka No.3D 13, RT.5/RW.4, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Dae","RT.5/RW.4, Cipayung","Layanan Binatu, Binatu Cucian Kering",Asia/Jakarta,"0815-8482-5255, +62 815-8482-5255",YES,9.0,5.0,https://search.google.com/local/reviews?placeid=ChIJrULNfJ7taS4RRIsAt7ncBXU&q=la,https://www.google.com/maps?cid=8432388567518448452,-6.342464,106.8914917,None,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPnv-2DqiM1UkChz211Hod4OnSJBOTiuK2FwO4o
J Laundry Jatinegara Antar Jemput,"Jl. Bekasi Timur I No.11, RT.7/RW.3, Rw. Bunga, Kecamatan Jatinegara, Kota Jakar","RT.7/RW.3, Rw. Bunga",Binatu,Asia/Jakarta,"0851-7685-2855, +62 851-7685-2855",YES,141.0,5.0,https://search.google.com/local/reviews?placeid=ChIJHdEtzTzzaS4RgqiP1GaouZM&q=la,https://www.google.com/maps?cid=10644724353873193090,-6.2171236,106.8712289,http://www.jlaundry.id/,jlaundry.id,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPPezIO8Uo83FE7yryCHMpXixypYMF20MLGks02
Jatinegara Laundry Abisha Group,"Jl. Bekasi Timur IX No.14 9, RT.9/RW.3, Rw. Bunga, Kecamatan Jatinegara, Kota Ja","RT.9/RW.3, Rw. Bunga",Layanan Binatu,Asia/Jakarta,"0812-9511-0025, +62 812-9511-0025",YES,8.0,4.5,https://search.google.com/local/reviews?placeid=ChIJQ2b3MkzzaS4R-3BohKuAGzY&q=la,https://www.google.com/maps?cid=3898851376568496379,-6.217243799999999,106.8719562,None,None,"Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.30-20.00], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipNva4VecjypOyNMXKv9O8BU9eCury-Pcpucwb0=
