Name,Fulladdress,Categories,phone,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Opening Hours,Featured Image
LaundryKlin Sentra Timur,"Apartemen Sentra Timur Residence, Tower Hijau No. H8M, Jl. Sentra Primer Timur, ",Binatu,+62 812-1020-5652,38,5.0,https://search.google.com/local/reviews?placeid=ChIJV53fSTqLaS4R27f6x5Yr968&q=la,https://www.google.com/maps?cid=12679651202485106651,-6.204443299999999,106.949906,http://www.laundryklin.com/,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipO1uQwJWnBJyG8TEyLmtd4M2XJiR9l61QwvaIOz
Turtle Laundry,"Pulo Gebang Permai Jl anggrek raya blok A selatan 1, unit 4, RT.7/RW.12, Pulo Ge",Layanan Binatu,+62 858-9047-1417,9,4.9,https://search.google.com/local/reviews?placeid=ChIJNaJqA3qLaS4R--VPxiyV-14&q=la,https://www.google.com/maps?cid=6844228078257825275,-6.1993581,106.9530475,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNtI4v2BJZtJ4Kk2zJe1nXiuMTXUWGP5c6j6aHZ
Wash & Co Laundry - Asisten Laundry Pribadi Anda,"Jl. Tipar Cakung No.24, RT.4/RW.09, Cakung Bar., Kec. Cakung, Kota Jakarta Timur",Layanan Binatu,None,21,5.0,https://search.google.com/local/reviews?placeid=ChIJc_mNeoGLaS4RVTdkXlht4oQ&q=la,https://www.google.com/maps?cid=9575335984051271509,-6.161084499999999,106.9319971,None,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipOWjZFYHOO0odNgNJhWm1DIuJo_794RVTypQF5H
Emexykings Laundry,"Ruko The Savoy, Jl. River Garden Boulevard No.51 Blok B1, RW.7, Cakung Tim., Dae",Binatu,+62 877-7996-4595,20,4.9,https://search.google.com/local/reviews?placeid=ChIJQZ8HFwiNaS4Rc0IcJIlyZNI&q=la,https://www.google.com/maps?cid=15160368178977849971,-6.1589326,106.9674642,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipM28TewbxYWcHuu8cPKMnBeVS_TA4O_brwMqS5Z
Garden Wash Laundry,"Jl. Cipayung Raya No.7a, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khu",Layanan Binatu,+62 856-5553-8888,41,4.7,https://search.google.com/local/reviews?placeid=ChIJ0yFWYyHtaS4RibZeOVqyE_k&q=la,https://www.google.com/maps?cid=17947885040580867721,-6.332949999999999,106.8924277,https://www.instagram.com/gardenwashlaundry.official?igsh=MTJ3NGdtczRlYzY1MA==,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPvmp0ShFUxhkL3IdzR2I_ReFvW-O789o6nvbVr
Sari Laundry Cipayung,"MV9Q+H8Q, RT.6/RW.2, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus ",Layanan Binatu,+62 822-3333-4625,2,5.0,https://search.google.com/local/reviews?placeid=ChIJE31mnBjtaS4Rh8tvF9krWhw&q=la,https://www.google.com/maps?cid=2042993592367041415,-6.331042,106.8883467,http://www.sarilaundry.blogspot.co.id/,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN3ovGFTnZ9yYrMljywMbr0sC4Dp0Sb1jhM1P-S
Swan Laundry Cipayung,"Jl. Setu Cipayung No.20A 5, RT.7/RW.4, Cilangkap, Kec. Cipayung, Kota Jakarta Ti",Binatu,+62 21 84312920,24,4.7,https://search.google.com/local/reviews?placeid=ChIJE7YEfi_taS4RWordQSgEmxQ&q=la,https://www.google.com/maps?cid=1484785073098951258,-6.330095,106.900449,None,"Minggu: [09.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNsFhejek_QbFcIBBCced4Ml8LDDLw-MzBFXizx
Amanah laundry,"MW53+HW4, Jl. Cilangkap Raya, RT.4/RW.2, Cipayung, Kec. Cipayung, Kota Jakarta T",Layanan Binatu,+62 857-7509-5156,37,4.3,https://search.google.com/local/reviews?placeid=ChIJaVvZ5r3taS4RdrN8-_ix0Io&q=la,https://www.google.com/maps?cid=10002690455319130998,-6.341124199999999,106.9048146,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNxap7t75oZlsDV9_hV3JNEEamE3Z1HKhMMLb86
Surga Laundry Bambu Apus,"Jl. P.P.A No.F72, RT.8/RW.1, Bambu Apus, Kec. Cipayung, Kota Jakarta Timur, Daer",Layanan Binatu,+62 858-8283-7443,133,5.0,https://search.google.com/local/reviews?placeid=ChIJewbDxnftaS4RADhiodK8PzE&q=la,https://www.google.com/maps?cid=3548762644227962880,-6.3165136,106.8963544,http://www.surgalaundry.com/,"Minggu: [07.30-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipPax09YcHw4adSwj1hwBEuuZ9suSCYakmdd9avn
JOSS Laundry Cilangkap,"2, Jl. Raya Cilangkap No.114, RT.2/RW.5, Cilangkap, Kota Jakarta Timur, Daerah K",Binatu,+62 813-7647-9266,9,5.0,https://search.google.com/local/reviews?placeid=ChIJ48gA0oDtaS4RavBxCs_E6Uk&q=la,https://www.google.com/maps?cid=5326004427854835818,-6.3425214,106.9071145,http://www.instagram.com/josslaundry_cilangkap,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMifWU5rwXeMBHSoGyzo_jDTetYxtWyVsUelHJU
HAPPY LAUNDRY EXPRESS,"Jl. SMP 160 No.59 C 7, RT.3/RW.3, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daer",Binatu Cucian Kering,+62 815-1151-1451,49,4.9,https://search.google.com/local/reviews?placeid=ChIJK28czEztaS4RWtAP9dbabKE&q=la,https://www.google.com/maps?cid=11631912554360459354,-6.3134663,106.8891508,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOpEeJ3VXH04QgChNje2Tt6uWcbWHRBLWjUzOvB
Seawash Laundry,"Jl. Raya Setu, RT.6/RW.3, Setu, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus",Layanan Binatu,+62 859-6304-8080,414,4.9,https://search.google.com/local/reviews?placeid=ChIJNe_eLnbtaS4R0rnJxbkHyH0&q=la,https://www.google.com/maps?cid=9063502744551799250,-6.3172975,106.9110812,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipO_jkit092AF1GIqr5K7dzj4Qw9XSbh3Lzrq9aS
Simplyclean - Laundry Service,"No.66, RT.6/RW.7, Cipayung, East Jakarta City, Jakarta 13840",Binatu,+62 812-1177-7317,48,4.9,https://search.google.com/local/reviews?placeid=ChIJSUG36pjtaS4RXffFlyhozc0&q=la,https://www.google.com/maps?cid=14829623671555225437,-6.3402997,106.8917862,None,"Minggu: [07.30-17.45], Senin: [07.30-17.45], Selasa: [07.30-17.45], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipP-HGasrS_74ZLstS2DWNlo3RMVw39GerlfkuzV
Top Laundry Bambu Apus,"Jl. Bambu Apus Raya No.1, RT.1/RW.3, Bambu Apus, Kec. Cipayung, Kota Jakarta Tim","Layanan Binatu, Kantor Perusahaan",+62 878-8043-5296,682,5.0,https://search.google.com/local/reviews?placeid=ChIJf74xQNXtaS4RBTImLT8aDBQ&q=la,https://www.google.com/maps?cid=1444558439121826309,-6.3150527,106.9005817,http://www.topcleanlaundry.com/,"Minggu: [07.00-23.30], Senin: [07.00-23.30], Selasa: [07.00-23.30], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOe44qc_WYgGTdmR-T0OOSkerrYINop9G_QiHwu
Bersih Wangi Dan berkualitas,Jalan Raya Centex No.9E RT.5/RW.2 Kelurahan Ciracas Kecamatan Ciracas Kota Jakar,"Layanan Binatu, Binatu Cucian Kering",+62 812-8747-2889,382,4.9,https://search.google.com/local/reviews?placeid=ChIJ27PP3Q_taS4R7UirtCuUz1U&q=la,https://www.google.com/maps?cid=6183323728838609133,-6.3272488,106.8762336,http://koalalaundry.com/,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPhWXtRG_1M0WXjhcOwoV1EYn94yCFaJGp0_Cae
Randu Laundry,"Jl. Randu No.39 6, RT.6/RW.4, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur, ",Layanan Binatu,+62 813-8220-0689,63,5.0,https://search.google.com/local/reviews?placeid=ChIJa-tdth7taS4RcTLA4teubcE&q=la,https://www.google.com/maps?cid=13937988664027001457,-6.3341034,106.8851022,http://randulaundri.blogspot.com/,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNqsF3Vv6g4LU5deiG57ccjmxT-nXcUDkxUP5wO
HQ Laundry,"Jl. Raya Centex No.8, RT.12/RW.03, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Da",Binatu Cucian Kering,+62 812-8981-2045,33,4.7,https://search.google.com/local/reviews?placeid=ChIJDWYmqVHtaS4RG7A-usyjTN4&q=la,https://www.google.com/maps?cid=16018358074343338011,-6.3169106,106.8792087,https://instagram.com/hqlaundryciracas?igshid=1nhop6kawu7w4,None,https://lh5.googleusercontent.com/p/AF1QipM0nkF8dOLhs_maNBZfWtWMNmmeUZdY0M9rZG2Y
DR Laundry (Doa Ramadhan),"Jl. H. Baping No.68, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ib",Binatu Cucian Kering,+62 821-1094-6277,1,5.0,https://search.google.com/local/reviews?placeid=ChIJvffvcADtaS4RVkNCAAwyheA&q=la,https://www.google.com/maps?cid=16178392263523713878,-6.3135257,106.8749675,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPxefJM6uWPSHfrV_cVXYsMKvlCJIqXHNiTjL9Z
Express Laundry UNO,"Jl. Lap. Tembak No.1, RT.4/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daer","Layanan Binatu, Binatu Cucian Kering, Jasa Semir Sepatu",+62 878-8232-9975,75,4.0,https://search.google.com/local/reviews?placeid=ChIJv-4EfrjtaS4RUqLpM4AagXg&q=la,https://www.google.com/maps?cid=8683250694476112466,-6.3470721,106.8739813,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPr5ZnQn92moJaXoLHThKc7mwonMGOWqkXsMtnd
Mama Laundry,"Jl. Raya Centex No.4, RT.7/RW.2, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daer",Layanan Binatu,+62 813-8055-5651,46,5.0,https://search.google.com/local/reviews?placeid=ChIJgZteQs3taS4RSerIh_IDuDk&q=la,https://www.google.com/maps?cid=4159078596071713353,-6.3274705,106.8761501,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN2MQAX0z6Xua4gGBL55XWuFNe7eCwPWyjWwbmK
Icha Laundry 1,"Jl. Persatuan No.58, RT.9/RW.8, Klp. Dua Wetan, Kec. Ciracas, Kota Jakarta Timur",Binatu Cucian Kering,+62 812-8395-827,12,5.0,https://search.google.com/local/reviews?placeid=ChIJ22A6DePsaS4R_cCXE08OvcY&q=la,https://www.google.com/maps?cid=14320618122901963005,-6.3422948,106.8793938,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipMtfdRj9giQIz8475sJrTpe4Ex5Ymrm0dn_2axP
Cintika Laundry,"Gg. Dewa No.108 3, RT.2/RW.2, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah ",Binatu Cucian Kering,+62 857-7705-93204,1,5.0,https://search.google.com/local/reviews?placeid=ChIJLegSq1PtaS4R3VARgWOZAVc&q=la,https://www.google.com/maps?cid=6269460808922648797,-6.3282833,106.8743652,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNODygwfmZ_q-of6F-i2T12kph1TyGOEhJmB8Lv
Double D Laundry,"Jl. Cibubur VIIIE, Jakarta, Daerah Khusus Ibukota Jakarta 13720",Binatu,+62 858-8881-1021,30,4.7,https://search.google.com/local/reviews?placeid=ChIJpbeZopbtaS4RU8UBdR0yaDA&q=la,https://www.google.com/maps?cid=3488093013496939859,-6.3549037,106.8831525,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN-h8F1R5bK51CarSdmtMlSW43quiRz37fUjyES
RATU LAUNDRY & DRY CLEAN SERVICE,"Jl. Raya Centex No.5, RT.7/RW.10, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Dae",Binatu Cucian Kering,+62 858-9452-6170,86,4.6,https://search.google.com/local/reviews?placeid=ChIJpxQYxKftaS4RMdnLwielVlU&q=la,https://www.google.com/maps?cid=6149283931411437873,-6.3204483,106.8772697,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipOqLC-up8FgJdSJIixkDgOy0hXZVo6GYQ-yXAIc
Lemon Fresh Laundry,"Ruko The Mozz Residence) Sebelah Indomaret dan Sate Pak Sahid, Jl. Bulak Ringin,",Layanan Binatu,+62 819-0157-2254,158,4.9,https://search.google.com/local/reviews?placeid=ChIJDZwdOYjtaS4R-5s9-pD31tw&q=la,https://www.google.com/maps?cid=15913178535405919227,-6.3518114,106.8725245,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNQuO8uCs3eOtet3en8LWXH_Ufk8Eb7PpMjqV9A
Sefti Laundry,"RT.8/RW.5, Duren Sawit, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibuk",Layanan Binatu,+62 896-1287-5455,4,5.0,https://search.google.com/local/reviews?placeid=ChIJw2AH4HaNaS4R16BlGAr3EGg&q=la,https://www.google.com/maps?cid=7498765002302922967,-6.2376508,106.9204558,http://seftilaundry.blogspot.com/,"Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.00-21.00], Rabu: [09.00",https://lh5.googleusercontent.com/p/AF1QipMBNyWQGkUo3YvczIcu-A_H0xhV37_R9qvLk-Gs
Laundry Barn,"Jl. H. Hasan No.48E, Baru, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibuk",Binatu,+62 811-206-346,10,5.0,https://search.google.com/local/reviews?placeid=ChIJ-V7u76_taS4RKRide08mSUA&q=la,https://www.google.com/maps?cid=4632275814545430569,-6.3283416,106.8503727,None,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPX3D3py6h-XrLMuZmWZCS1KLAaAYthZk7n4v8C
Ekspress Laundry,"Jl. Pertengahan No.5a 4, RT.5/RW.7, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur",Layanan Binatu,+62 857-7177-7454,1,5.0,https://search.google.com/local/reviews?placeid=ChIJ98v7V6TtaS4R1c94GdFamvo&q=la,https://www.google.com/maps?cid=18057845510017437653,-6.325291399999999,106.8561873,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNrMkN4pGKSqIfZ9Jm-wJkB5vYWkzSv9ANVmP8=
SEGEH LAUNDRY,"Jl. Malaka No.3D 13, RT.5/RW.4, Cipayung, Kec. Cipayung, Kota Jakarta Timur, Dae","Layanan Binatu, Binatu Cucian Kering",+62 815-8482-5255,30,4.9,https://search.google.com/local/reviews?placeid=ChIJrULNfJ7taS4RRIsAt7ncBXU&q=la,https://www.google.com/maps?cid=8432388567518448452,-6.342464,106.8914917,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPnv-2DqiM1UkChz211Hod4OnSJBOTiuK2FwO4o
J Laundry Jatinegara Antar Jemput,"Jl. Bekasi Timur I No.11, RT.7/RW.3, Rw. Bunga, Kecamatan Jatinegara, Kota Jakar",Binatu,+62 851-7685-2855,13,4.7,https://search.google.com/local/reviews?placeid=ChIJHdEtzTzzaS4RgqiP1GaouZM&q=la,https://www.google.com/maps?cid=10644724353873193090,-6.2171236,106.8712289,http://www.jlaundry.id/,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPPezIO8Uo83FE7yryCHMpXixypYMF20MLGks02
Jatinegara Laundry Abisha Group,"Jl. Bekasi Timur IX No.14 9, RT.9/RW.3, Rw. Bunga, Kecamatan Jatinegara, Kota Ja",Layanan Binatu,+62 812-9511-0025,19,5.0,https://search.google.com/local/reviews?placeid=ChIJQ2b3MkzzaS4R-3BohKuAGzY&q=la,https://www.google.com/maps?cid=3898851376568496379,-6.217243799999999,106.8719562,None,"Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.30-20.00], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipNva4VecjypOyNMXKv9O8BU9eCury-Pcpucwb0=
LAUNDRY CAWANG dot COM by Mbok Laundry Kiloan,"Jl. Swadaya 3 No.9, RT.4/RW.9, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jak","Layanan Binatu, Binatu",+62 819-1100-0118,3,4.3,https://search.google.com/local/reviews?placeid=ChIJ37kCDlfzaS4RC5l2im2MgR4&q=la,https://www.google.com/maps?cid=2198192495235864843,-6.2407477,106.8720422,https://www.laundrycawang.com/,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipNy7MRkyuVpSd_bZIZnrvHA8zjidFuNg9SxMKtX
Hazez Laundry Express Jakarta 24,"Jl. Bekasi Timur VI No.30, RT.1/RW.13, Cipinang Besar Utara, Kecamatan Jatinegar",Binatu,+62 817-1711-8899,95,4.6,https://search.google.com/local/reviews?placeid=ChIJQ-e3DJLzaS4RkXlOGyWYpo4&q=la,https://www.google.com/maps?cid=10279070484659075473,-6.2168023,106.8784178,None,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipNbhLm9b7LL0xefMXTrDLwBf2DVqpUFCYBOcbgo
LAUNDRY KILOAN CAWANG CLEANIC LAUNDRY PREMIUM,"Jl cipinang cempedak IV. 1c Cipinang cempedak RT.03/RW.03 Cawang, RT.3/RW.3, Cip",Binatu,+62 852-1030-5556,389,5.0,https://search.google.com/local/reviews?placeid=ChIJFcQ1XW3zaS4REOUNs3brh9M&q=la,https://www.google.com/maps?cid=15242410358901433616,-6.2392413,106.8761743,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMirdFhyERVZc2NcHICgA6zaMf7dovyz-d-buen
Mutiara Laundry,"RT.7/RW.1, Cipinang Muara, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khus",Layanan Binatu,+62 895-1635-3160,2,5.0,https://search.google.com/local/reviews?placeid=ChIJP4SiRpTzaS4RBBjNSXTgYrQ&q=la,https://www.google.com/maps?cid=12998198264603678724,-6.2351816,106.885064,None,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPA47uqDFfC076zFhpssJuw2A0vXnI6wsVa-Ker
Aine Laundry - Premium,"Jl. Krt Radjiman (Perum. Jatinegara Indah, RT.8/RW.12, Jatinegara, Kec. Cakung, ",Layanan Binatu,+62 812-1939-0518,26,4.8,https://search.google.com/local/reviews?placeid=ChIJCVaKQ7qLaS4RgrNLpqPMl7c&q=la,https://www.google.com/maps?cid=13229267433665835906,-6.201647,106.9228955,None,"Minggu: [06.00-22.00], Senin: [06.00-22.00], Selasa: [06.00-22.00], Rabu: [06.00",https://lh5.googleusercontent.com/p/AF1QipPERYMQDwC85P-xgr-tE_Kn2FqvjJXsvb4D7l4B
YUK LAUNDRY,Jalan Cipinang Muara 3 #8 Kelurahan Cipinang Muara Kecamatan Jatinegara Jakarta ,Binatu,+62 877-3192-4856,37,4.9,https://search.google.com/local/reviews?placeid=ChIJAWeUkl7zaS4RSrFsMKyT-1I&q=la,https://www.google.com/maps?cid=5979535298020553034,-6.218989499999999,106.8924414,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipMDZ2OHWZE0H1bNO7EVIsDkqFYXn4yGEbllfrg8
Laundry WisRuesik Cipinang,"Jl. Media Massa No.192, RT.5/RW.9, Cipinang Muara, Kecamatan Jatinegara, Kota Ja","Binatu, Jasa Pembersih Karpet, Binatu Cucian Kering, Layanan Binatu",+62 821-2392-9212,57,4.6,https://search.google.com/local/reviews?placeid=ChIJsa7RB2vzaS4RfuiwbSDoiCY&q=la,https://www.google.com/maps?cid=2776724396250818686,-6.2331248,106.8851991,https://instagram.com/wisruesik_laundry?igshid=YmMyMTA2M2Y=,"Minggu: [06.00-12.00, 13.00-20.00], Senin: [06.00-12.00, 13.00-20.00], Selasa: [",https://lh5.googleusercontent.com/p/AF1QipM3q7_tr5p5sweAN_oyGgmX1gsRyLqKXuuFFbUY
de'Londre Gudang Pewangi Laundry,"Jalan Jatinegara Kaum. 37, Jl. Jatinegara Kaum No.37, RT.11/RW.3, Jatinegara Kau","Layanan Binatu, Toko Parfum",+62 21 4759381,2,5.0,https://search.google.com/local/reviews?placeid=ChIJHTvxpLr0aS4RR5iwmkUSxSc&q=la,https://www.google.com/maps?cid=2865716828048496711,-6.2038975,106.8999493,http://www.yurygroup.com/,"Minggu: [Tutup], Senin: [09.00-18.00], Selasa: [09.00-18.00], Rabu: [09.00-18.00",https://lh5.googleusercontent.com/p/AF1QipO_wEzPUOqREJVBdj-A57AoLAa2oq_HieHL96ii
Karnos Laundry,"3, Jl. Nusa I No.37, RT.8/RW.2, Kramat Jati, Kec. Kramat jati, Kota Jakarta Timu","Layanan Binatu, Binatu Cucian Kering",+62 857-1065-3510,98,4.8,https://search.google.com/local/reviews?placeid=ChIJWVtdFgjzaS4RTbnx9f5z2J0&q=la,https://www.google.com/maps?cid=11373968397809334605,-6.268013799999999,106.868431,None,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOjuoipPZ3Gh0S07P06S5dKLYT11bi5jhMlx1Eq
"Bubbleklin Laundry Cililitan Besar, Laundry Ekspress Cililitan, Laundry Sepatu, ","Jl. Tj. Raya, RT.3/RW.3, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah",Layanan Binatu,+62 896-7733-6858,1,5.0,https://search.google.com/local/reviews?placeid=ChIJNwctf_nyaS4RnttaaUq6-qU&q=la,https://www.google.com/maps?cid=11960076589193681822,-6.264840599999999,106.8704297,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNwTSx2tBR6iKhgd8WmETg2pPU3AGUVgS9MT-gF
CleanNEAT Laundry,"Jl. Raya Inpres No.5 6, RT.6/RW.2, Kp. Tengah, Kec. Kramat jati, Kota Jakarta Ti",Layanan Binatu,+62 819-3259-5601,3,5.0,https://search.google.com/local/reviews?placeid=ChIJh2AEaYjyaS4RRCZQrANIP3s&q=la,https://www.google.com/maps?cid=8880896170810943044,-6.286196,106.8670649,None,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNU2Scz6tLbyTY2Ka-L-tYm6SXONkqnIBN10kDK
aQualis Laundry & Green Dry Clean - Taman Mini,"3, Jl. Raya Pd. Gede No.17B, RT.3/RW.1, Dukuh, Kec. Kramat jati, Kota Jakarta Ti",Binatu,None,1,5.0,https://search.google.com/local/reviews?placeid=ChIJfQo5NIXyaS4R8tJAC0yAauY&q=la,https://www.google.com/maps?cid=16603224040349422322,-6.2886467,106.8761331,http://www.aqualisfabricare.com/,"Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.00], Rabu: [08.00-17.00",https://lh5.googleusercontent.com/p/AF1QipOt3c1oEs1ieYlodDa976ZZBiUcjB9JOEwVNIjG
Laundry Premium 567 Plus,"Jl. Raya Condet No.4, RT.5/RW.3, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timu","Binatu, Penginapan",+62 811-9307-567,24,4.7,https://search.google.com/local/reviews?placeid=ChIJDT0gaGbyaS4RzcLVe4melAo&q=la,https://www.google.com/maps?cid=762408550257771213,-6.2814701,106.8554051,None,None,https://lh5.googleusercontent.com/p/AF1QipO9k0L_rmtmB_o6jXVgn_YhKM3PvlQ5uEcgHRYe
RUMAH LAUNDRY IBU,"PVM6+P37, RT.2/RW.16, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Kh",Layanan Binatu,+62 896-2167-2669,2,5.0,https://search.google.com/local/reviews?placeid=ChIJVeRNF17zaS4Rqt3QEcAOStg&q=la,https://www.google.com/maps?cid=15585285678564433322,-6.2657053,106.8601704,None,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOX43UaPSME46oOgZtiBpMa1-nWUJk45r2InyKf
Barra Laundry,"Jl. H. Irun No.103 A, RT.6/RW.4, Dukuh, Kec. Kramat jati, Kota Jakarta Timur, Da",Layanan Binatu,+62 878-7879-8149,2,5.0,https://search.google.com/local/reviews?placeid=ChIJ5ykAA5ztaS4RLq1sWIwWiCE&q=la,https://www.google.com/maps?cid=2416205992119020846,-6.3008878,106.8812506,https://www.instagram.com/barra_laundry,"Minggu: [Tutup], Senin: [09.00-18.30], Selasa: [09.00-18.30], Rabu: [09.00-18.30",https://lh5.googleusercontent.com/p/AF1QipNv5MOYTeLqjDlRS2PM_vC7uBRPqZIH90_dRqxM
