Name,Fulladdress,Municipality,Categories,Time Zone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image
21Quickwash,"Jl. Saturnus Tengah No.21, Manjahlega, Kec. Rancasari, Kota Bandung, Jawa Barat ",Manjahlega,Layanan Binatu,Asia/Jakarta,"0821-1509-0971, +62 821-1509-0971",YES,74.0,4.8,https://search.google.com/local/reviews?placeid=ChIJgwi_zBrpaC4RVbhWQGyYMEc&q=la,https://www.google.com/maps?cid=5129767566278309973,-6.9511639,107.6652721,None,None,"Sabtu: [07.00-20.30], Minggu: [07.00-20.30], Senin: [07.00-20.30], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOTUaFuUzXWTIXhsHx2SQEUM8j19FzLxTmfBKo=
Laundry Express Bandung,"Jl. Pasundan No.58, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",Balonggede,Layanan Binatu,Asia/Jakarta,"0851-7248-8338, +62 851-7248-8338",YES,432.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ9150zBbnaC4R41yDXuUES60&q=la,https://www.google.com/maps?cid=12487079774994521315,-6.925439399999999,107.6086869,None,None,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipMAW3aqRgAcDUNqEDWXoHOkBB7FTU9dCu2xKvj6
Chingu Laundry Express Toha,"Jl. Moch. Toha No.157, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat 40253",Cigereleng,Binatu,Asia/Jakarta,"0851-7445-0012, +62 851-7445-0012",YES,61.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ4S4pfgDpaC4RE28IbZ6-E-U&q=la,https://www.google.com/maps?cid=16506746646886379283,-6.942832999999999,107.6077114,https://chingu-laundry.com/moch-toha,chingu-laundry.com,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipO5i0sD9FOaVJFEO3OvtJHlwgCov1NqS2iOMBtd
Laundry Klin Kembar 8,"Jl. Kembar VIII No.53, Cigereleng, Kec. Regol, Kota Bandung, Jawa Barat 40253",Cigereleng,Binatu,Asia/Jakarta,"0822-1878-7833, +62 822-1878-7833",YES,248.0,4.7,https://search.google.com/local/reviews?placeid=ChIJEYhjko3paC4RHiXVOH3AeGQ&q=la,https://www.google.com/maps?cid=7239748045055010078,-6.9431442,107.6134632,http://laundryklinkembar.com/,laundryklinkembar.com,"Sabtu: [07.00-19.30], Minggu: [07.00-19.30], Senin: [07.00-19.30], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMFCmU0fqqfBH_ZKcT6uSVkMVwtezEU9RmpC_VR
Laundry express bandung cabang 2,"Jl. Pasundan No.21b, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",Balonggede,Layanan Binatu,Asia/Jakarta,"0851-8312-2135, +62 851-8312-2135",YES,66.0,5.0,https://search.google.com/local/reviews?placeid=ChIJi2d1ZQDnaC4RBAlwk_b8JXs&q=la,https://www.google.com/maps?cid=8873776776769177860,-6.923511899999999,107.6084269,None,None,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipM7VfsppaSZ93B7FNVAJFCUBWZ8WCQTSp24qPBN
WASHTERIA REGOL| SAMEDAY SERVICE LAUNDRY,"Jl. Balonggede No.89, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",Balonggede,Binatu Cucian Kering,Asia/Jakarta,"0821-2054-6149, +62 821-2054-6149",YES,10.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ0SF0BOTnaC4RcjjBwZNVADo&q=la,https://www.google.com/maps?cid=4179434547299039346,-6.9270576,107.6071525,http://www.washteria.co.id/,washteria.co.id,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNSnUPs8TNrQDg_wgo2PS19J_3rIh5zjuGW7_us
Indo Express Laundry (Pungkur),"Jl. Pungkur No.228, Ancol, Kec. Regol, Kabupaten Bandung Barat, Jawa Barat",Ancol,Layanan Binatu,Asia/Jakarta,"0819-3667-9922, +62 819-3667-9922",YES,32.0,4.9,https://search.google.com/local/reviews?placeid=ChIJcaI6xZrpaC4RV2Sj6hmgNYo&q=la,https://www.google.com/maps?cid=9959042184170923095,-6.932921,107.615168,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOSFpwIaovIkFVgRYfSFyYO6cmhISL2jIDjBM-7
Laundry Ninda Kinclong,"Jl. Subrata No.8, Pungkur, Kec. Regol, Kota Bandung, Jawa Barat 40252",Pungkur,Binatu,Asia/Jakarta,"0821-2041-2481, +62 821-2041-2481",YES,12.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ9VgbU23paC4Rl3YfnpVKWok&q=la,https://www.google.com/maps?cid=9897305137563530903,-6.9309527,107.6091233,None,None,"Sabtu: [09.00-21.00], Minggu: [Tutup], Senin: [09.00-21.00], Selasa: [09.00-21.0",https://lh5.googleusercontent.com/p/AF1QipPHdZGF7TS4Ugy_huR-sJXgGvVtSt9FcoILpp_T
Kedai Laundry,"Jl. Jembatan Baru, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",Balonggede,Binatu,Asia/Jakarta,"0897-8411-170, +62 897-8411-170",YES,20.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ60WR29XpaC4RrP04ApT853Y&q=la,https://www.google.com/maps?cid=8568094528718306732,-6.9284218,107.6106897,None,None,"Sabtu: [09.00-21.00], Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.0",https://lh5.googleusercontent.com/p/AF1QipNun-9rP-pOon4MNS9XuEgSg6J3W3mcGpL5mKKo
Kios Laundry Pangarang (Layanan Antar Jemput Bandung),"Jl. Pangarang No.28, Cikawao, Kec. Lengkong, Kota Bandung, Jawa Barat 40261",Cikawao,Layanan Binatu,Asia/Jakarta,"0813-2066-6778, +62 813-2066-6778",YES,59.0,4.7,https://search.google.com/local/reviews?placeid=ChIJrdu3gOznaC4RIfWoKzJUh64&q=la,https://www.google.com/maps?cid=12576113058912990497,-6.9243998,107.6101802,None,None,"Sabtu: [09.00-20.00], Minggu: [09.00-20.00], Senin: [09.00-20.00], Selasa: [09.0",https://lh5.googleusercontent.com/p/AF1QipMeWWpdi-sc4Rg5XUqiZAPdqDZUXAIYWQRIlvw=
LaundryKlin Sukajadi  Laundry Antar Jemput,"Jl. Sukagalih No.45, Sukabungah, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162",Sukabungah,"Layanan Binatu, Binatu",Asia/Jakarta,"0851-7318-3938, +62 851-7318-3938",YES,350.0,4.9,https://search.google.com/local/reviews?placeid=ChIJo22Yk6LnaC4Rw8p58_n2IuM&q=la,https://www.google.com/maps?cid=16366915549209938627,-6.8929087,107.5950489,https://www.laundryklinwijaya.com/,laundryklinwijaya.com,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNhlY3S_GDkuwUCBuUgcQz12lq_S1vLib0fGmdv
ini laundry express,"Gg. Sukajadi 3 No.124, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",Pasteur,Binatu,Asia/Jakarta,None,NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJE4kTU5znaC4RodAz3vAS-DU&q=la,https://www.google.com/maps?cid=3888879103963812001,-6.8905219,107.5975402,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",None
aQualis Laundry & Green Dry Clean - Papaya Sukajadi,"Jl. Sukaasih No.1, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40141",Pasteur,Binatu,Asia/Jakarta,"0821-1720-0076, +62 821-1720-0076",YES,47.0,4.7,https://search.google.com/local/reviews?placeid=ChIJG4bfHo3maC4R8BR4rEQp2uM&q=la,https://www.google.com/maps?cid=16418480766460630256,-6.8793438,107.5975961,https://aqualisfabricare.com/,aqualisfabricare.com,"Sabtu: [08.00-19.00], Minggu: [08.00-16.00], Senin: [08.00-19.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNwr0evMH8Bd-Nw8asAVxnQBgOhw5LhpUcuw9T8
Sorcha Laundry Cihampelas (Laundry Antar Jemput Bandung),"Jl. Boscha No.33, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",Pasteur,Layanan Binatu,Asia/Jakarta,"0851-7305-1808, +62 851-7305-1808",YES,380.0,5.0,https://search.google.com/local/reviews?placeid=ChIJq_gfyQjnaC4RUCZZVuFvG_o&q=la,https://www.google.com/maps?cid=18022121347460179536,-6.8888729,107.6012483,http://sorcha-cihampelas.com/,sorcha-cihampelas.com,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipORX3pAaMeZORY5kWuZl6tt4yFT6wiXFNXJ-lA9
Terminal Laundry,"Jl. Terusan Babakan Jeruk 1 No.9, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa B",Sukagalih,Layanan Binatu,Asia/Jakarta,None,YES,82.0,4.8,https://search.google.com/local/reviews?placeid=ChIJQTtY_YbmaC4RWZzLB1_jCgI&q=la,https://www.google.com/maps?cid=147179935135145049,-6.8854335,107.5824047,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipM39LtptYXSO2XAdyx104niEkdDr0O64ImRJzlK
Mandiri laundry,"4H6V+QJV, Gg. Pak Elas, Cipedes, Kec. Sukajadi, Kota Bandung, Jawa Barat 40162",Gg. Pak Elas,Binatu,Asia/Jakarta,"0852-9497-9199, +62 852-9497-9199",NO,2.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ5YDB5lbnaC4RnWgVUG4snnI&q=la,https://www.google.com/maps?cid=8259087618945673373,-6.8880206,107.5940438,None,None,"Sabtu: [07.00-00.00], Minggu: [07.00-00.00], Senin: [07.00-00.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMTM6Z0AmAT2_OsdYQbD8HxZpKQrMLoCro7py9c
Laundry Club Sederhana,"Jl. Sederhana No.37, Pasteur, Kec. Sukajadi, Kota Bandung, Jawa Barat 40161",Pasteur,Layanan Binatu,Asia/Jakarta,"0813-4511-1808, +62 813-4511-1808",YES,276.0,4.9,https://search.google.com/local/reviews?placeid=ChIJwxF8ii_naC4RAx4mRf4nPTg&q=la,https://www.google.com/maps?cid=4052439212738616835,-6.8940053,107.5986203,https://www.the-laundryclub.com/,the-laundryclub.com,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipPFefK2ax3wPF1MLUkceCVq_mcYzBMY_p5B9zhs
Greesa Laundry Pasteur (Laundry Antar Jemput),"Jl. Cibogo No.44, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164",Sukawarna,Layanan Binatu,Asia/Jakarta,"0851-7444-5604, +62 851-7444-5604",YES,201.0,4.9,https://search.google.com/local/reviews?placeid=ChIJ7R0fUDvnaC4RfWw6DSZBs8w&q=la,https://www.google.com/maps?cid=14750204836255001725,-6.887903199999999,107.5793408,http://greesa-laundry.com/,greesa-laundry.com,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipP5PLYSnAIyCIaHBgcXuKPsvcHYBRs7wvZ5Ea0=
Nusantara Laundry Bandung,"4H5P+3WQ, Jl. PDAM, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163",Jl. PDAM,Layanan Binatu,Asia/Jakarta,"0812-2061-2340, +62 812-2061-2340",NO,5.0,5.0,https://search.google.com/local/reviews?placeid=ChIJlQpPT8vnaC4R5Hrvc4dM_PI&q=la,https://www.google.com/maps?cid=17508953595959016164,-6.8922808,107.587348,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipO7VqBlePK-hJ89qR9s9PZXz0IsusgF4np0KiPV
San laundry 2,"Jl. Sukasari I No.33, Sukawarna, Kec. Sukajadi, Kota Bandung, Jawa Barat 40164",Sukawarna,Binatu,Asia/Jakarta,"0895-3430-40892, +62 895-3430-40892",YES,4.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ_46xnT_naC4Rz5uxzrdWKX8&q=la,https://www.google.com/maps?cid=9162950264308734927,-6.890482899999999,107.5801041,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xF_fv8ZHOTwE_hSBT
MEYLIN LAUNDRY,"Jl. Gegerkalong Girang No.45, RT.05/RW.06, Isola, Kec. Sukasari, Kota Bandung, J","RT.05/RW.06, Isola",Binatu Cucian Kering,Asia/Jakarta,"0812-2057-286, +62 812-2057-286",NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ9Sy4nVLnaC4RQqYvuoQC7yM&q=la,https://www.google.com/maps?cid=2589291079843948098,-6.862012399999999,107.5844309,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipMf1z4HDi3fol9mqTcxm85UnAjF3kAE5Q0y8Ev6
Mr & Mrs Clean Laundry & Dry Clean,"Jl. Gegerkalong Hilir No.53, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Bara",Gegerkalong,Layanan Binatu,Asia/Jakarta,"0819-1412-1222, +62 819-1412-1222",YES,6.0,4.3,https://search.google.com/local/reviews?placeid=ChIJ7a3Nh5bmaC4RSNfNPZjfIQs&q=la,https://www.google.com/maps?cid=802168053613582152,-6.869722899999999,107.5890586,None,None,None,https://lh5.googleusercontent.com/p/AF1QipNW1tT4YYZUnYQN1VVYSw0QTPBgU4XMobfMvil0
aQualis Laundry & Green Dry Clean - Gegerkalong,"Jl. Gegerkalong Hilir No.77, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 4",Sukarasa,Binatu,Asia/Jakarta,"0813-2140-5542, +62 813-2140-5542",YES,53.0,5.0,https://search.google.com/local/reviews?placeid=ChIJR26El5fmaC4RPtp39aJB0oo&q=la,https://www.google.com/maps?cid=10003129890502072894,-6.8692047,107.5872418,None,None,"Sabtu: [08.00-19.00], Minggu: [08.00-16.00], Senin: [08.00-19.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipN-VotocQJHuySOh7Dl3ARt9XfwVBMKcy4p6zny
Laundry Bunga Kapas,"4HFM+FMH, Jl. Sukahaji, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat 40152",Jl. Sukahaji,Binatu,Asia/Jakarta,None,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJfamrNgDnaC4R0ZBsKY3A6oI&q=la,https://www.google.com/maps?cid=9433564081998827729,-6.876320199999999,107.5842488,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JD_RfLW61Cf2ZHn_B
Laundryku,"Jl. Gegerkalong Girang No.5, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Bara",Gegerkalong,Layanan Binatu,Asia/Jakarta,"0811-9950-635, +62 811-9950-635",YES,34.0,4.9,https://search.google.com/local/reviews?placeid=ChIJOxv_KcTnaC4RXw0Qm503oWs&q=la,https://www.google.com/maps?cid=7755541183359618399,-6.8648311,107.5937642,None,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOpNTa3QRkrrsMQft-n6j56jjgK-mQUpoo_20iY
Superclean Laundry Bandung #1,"Jl. Sukasari I No.11A, Sekeloa, Kecamatan Coblong, Kota Bandung, Jawa Barat 4013",Sekeloa,Binatu,Asia/Jakarta,None,YES,4.0,5.0,https://search.google.com/local/reviews?placeid=ChIJNz-2PlLnaC4RXwRwWI_-2fo&q=la,https://www.google.com/maps?cid=18075758471045710943,-6.8914259,107.6209793,None,None,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipMBRFe4Qu1SYUpSrzTkYGTHLPDBdt1KNdiujoo7
I-KLIN LAUNDRY,"Jl. Sari Asih No.1 blok 8, Sarijadi, Kec. Sukasari, Kota Bandung, Jawa Barat 401",Sarijadi,Binatu,Asia/Jakarta,"0811-2366-466, +62 811-2366-466",YES,89.0,5.0,https://search.google.com/local/reviews?placeid=ChIJKcRXuPTnaC4RYl4JKTQBLeU&q=la,https://www.google.com/maps?cid=16513856732175883874,-6.8753759,107.5765538,None,None,"Sabtu: [06.00-22.00], Minggu: [06.00-22.00], Senin: [06.00-22.00], Selasa: [06.0",https://lh5.googleusercontent.com/p/AF1QipMiGebskBEWDAEPg-y1WdI9tyCcNgfQfLMw_L1Z
Laundry Club Gegerkalong,"Jl. Gegerkalong Hilir No.133, Sukarasa, Kec. Sukasari, Kota Bandung, Jawa Barat ",Sukarasa,Binatu Cucian Kering,Asia/Jakarta,None,NO,14.0,4.7,https://search.google.com/local/reviews?placeid=ChIJy8U1KwDnaC4RaVpA8W3mEBY&q=la,https://www.google.com/maps?cid=1590024028335135337,-6.8685069,107.5846112,http://bit.ly/customer_laundryclub_gerlong,bit.ly,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMNBOPWp8Bo_Q66Hjh82NvB6ikJcII6t_TqeC73
Dokter Laundry,"Jl. Gegerkalong Hilir No.112, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Bar",Gegerkalong,Binatu,Asia/Jakarta,None,NO,14.0,5.0,https://search.google.com/local/reviews?placeid=ChIJe5zCjJfmaC4Rw-nJhBSUiq0&q=la,https://www.google.com/maps?cid=12504970131195685315,-6.8686558,107.5865394,None,None,"Sabtu: [07.00-19.00], Minggu: [07.00-19.00], Senin: [07.00-19.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipPNz3GUgvm2gyWgoLsyvBI4cRw8ha9_lPc8KygG
Amala Express Laundry Bandung & Wet Cleaning,"Jl. Merdeka No.25 - 27, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa B",Babakan Ciamis,Binatu,Asia/Jakarta,"0819-0819-6626, +62 819-0819-6626",YES,77.0,4.8,https://search.google.com/local/reviews?placeid=ChIJRYY0HJHnaC4RCVqCmIkQuoc&q=la,https://www.google.com/maps?cid=9780147723943696905,-6.9091749,107.6098937,None,None,"Sabtu: [08.00-19.00], Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipPyhF9A69naPhrA8oNSWViZnLMuDyGXtl0yg0UL
Made 2 Clean Laundromat Siliwangi,"3JQ9+7JX, Jl. Belitung, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40",Jl. Belitung,Binatu,Asia/Jakarta,"0811-2091-018, +62 811-2091-018",NO,83.0,4.9,https://search.google.com/local/reviews?placeid=ChIJY1pnjzTmaC4R8hl7yFU5qFg&q=la,https://www.google.com/maps?cid=6388419112023562738,-6.9117704,107.6190981,None,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNtgnks21hgxUDZjHpltQv6P-Dn2HXrvy1-ax_7
aQualis Laundry & Green Dry Clean - Sunda,"Jl. Sunda No.76B, Merdeka, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40113",Merdeka,Binatu,Asia/Jakarta,"0895-3973-55888, +62 895-3973-55888",YES,137.0,4.8,https://search.google.com/local/reviews?placeid=ChIJNeFuYDLmaC4RvW9GXOXyQ_Q&q=la,https://www.google.com/maps?cid=17601178835603582909,-6.916356899999999,107.6184469,https://www.aqualisfabricare.com/,aqualisfabricare.com,"Sabtu: [07.00-19.00], Minggu: [08.00-16.00], Senin: [07.00-19.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMdU0uEAY5gRUGCdcRAl3HCMFnw6ZOEv__iLJtb
Laundry Kiloan Bandung,"Jl. Aceh No.22, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 401",Babakan Ciamis,Layanan Binatu,Asia/Jakarta,"0812-9072-4141, +62 812-9072-4141",YES,18.0,4.9,https://search.google.com/local/reviews?placeid=ChIJW2VzsjnmaC4RJRDoe3Q-Zcs&q=la,https://www.google.com/maps?cid=14656189232363081765,-6.910516599999999,107.6075011,None,None,"Sabtu: [07.00-17.30], Minggu: [Tutup], Senin: [07.00-17.30], Selasa: [07.00-17.3",https://lh5.googleusercontent.com/p/AF1QipMg0pE_N2bLuXoV8leW-5Mu-cWTFbT2bsNwVRVY
LAUNDRY KILOAN EXPRESS - YOU CAN LAUNDRY,"Jl. Babakan Ciamis No.34, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa",Babakan Ciamis,Binatu,Asia/Jakarta,"0882-0001-98598, +62 882-0001-98598",YES,67.0,4.8,https://search.google.com/local/reviews?placeid=ChIJCyHHlznmaC4Rd2qb-wO3y44&q=la,https://www.google.com/maps?cid=10289519001392081527,-6.9116398,107.6075803,http://wa.me/62882000198598,wa.me,"Sabtu: [07.00-18.00], Minggu: [Tutup], Senin: [07.00-18.00], Selasa: [07.00-18.0",https://lh5.googleusercontent.com/p/AF1QipOx2C8RGjMqZVobdmVWk3IVMyh2ohi0RNRdAVDg
dr laundry balaikota - Antar Jemput,"Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117",Kec. Sumur Bandung,Layanan Binatu,Asia/Jakarta,None,YES,64.0,5.0,https://search.google.com/local/reviews?placeid=ChIJM4J9kvjnaC4R5LQvvl5nRRg&q=la,https://www.google.com/maps?cid=1748917686918690020,-6.9106716,107.6078364,http://drlaundry.id/,drlaundry.id,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMrJgfG45_1XGrKQLDtTKCrPGVvP-3_W9xuuBE0
Surya Putra Laundry & Dry Cleaning,"Jl. Vijayakusuma II C No.57, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa ",Pasir Endah,Layanan Binatu,Asia/Jakarta,None,NO,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJGQsNNBXdaC4R_aF4lwMqvq8&q=la,https://www.google.com/maps?cid=12663605397126947325,-6.9029211,107.6928223,None,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zfjlVKjkV-Yh0nGh2
Dr Clean Laundry Terdekat Cuci Kering Setrika Ujungberung,"Jl. Maruyung, RT.02/RW.15, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa B","RT.02/RW.15, Pasanggrahan",Binatu Cucian Kering,Asia/Jakarta,"0857-9466-1700, +62 857-9466-1700",YES,6.0,5.0,https://search.google.com/local/reviews?placeid=ChIJccyPS3XdaC4RfLu-gceJxog&q=la,https://www.google.com/maps?cid=9855716324515167100,-6.91076,107.7115438,None,None,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipMPVdrDjwwwu_3564IFAVwLsj7O0THk6R0WDhOZ
Anyun fresh laundry,"Komp grand valley blok e2 no 8 ujungberung, Pasanggrahan, Kec. Ujung Berung, Kot",Pasanggrahan,Binatu Cucian Kering,Asia/Jakarta,"0878-2312-5559, +62 878-2312-5559",YES,1.0,5.0,https://search.google.com/local/reviews?placeid=ChIJEwAAQCfdaC4RsXlZhylVwY0&q=la,https://www.google.com/maps?cid=10214539066705803697,-6.9100385,107.7147751,None,None,None,https://lh5.googleusercontent.com/p/AF1QipO4dKA5hB2t1gLHQ74ZcVp0ED2nU1N2vcdh9KXt
Dr Laundry Ujung Berung (Laundry Kiloan dan Laundry Satuan),"Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat",Kec. Ujung Berung,Binatu,Asia/Jakarta,None,YES,12.0,4.4,https://search.google.com/local/reviews?placeid=ChIJR48DdQDdaC4RU_7-QyRTVnE&q=la,https://www.google.com/maps?cid=8166806389507685971,-6.9035651,107.6907764,None,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipN7VboilTpmjok3J1spjQBjwU6TBkipgSoB6XhH
yayamama laundry,"3MRX+RFH, Unnamed Road, Cigending, Ujung Berung, Bandung City, West Java 40611",Unnamed Road,Layanan Binatu,Asia/Jakarta,"0857-2100-3866, +62 857-2100-3866",NO,12.0,5.0,https://search.google.com/local/reviews?placeid=ChIJlVUO6EfdaC4RNuVBF0_VYqI&q=la,https://www.google.com/maps?cid=11701149317531297078,-6.907938199999999,107.6987335,None,None,"Sabtu: [08.00-17.00], Minggu: [10.00-16.30], Senin: [08.00-17.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNMIGgucV_9g6aj0KC-2_1ttveBZvRs-Mz64Aum
La ' Laundry,"Jl. A.H. Nasution Komp. Ruko Ubertos No.46A, Pakemitan, Kec. Cinambo, Kota Bandu",Pakemitan,Binatu,Asia/Jakarta,"0818-0946-7561, +62 818-0946-7561",YES,16.0,4.4,https://search.google.com/local/reviews?placeid=ChIJU7pxDDfdaC4RVLQOeCQ68U8&q=la,https://www.google.com/maps?cid=5760449326691038292,-6.916080099999999,107.6958784,None,None,"Sabtu: [08.00-21.00], Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipMFbPUwCev82b93YL0FYIGgKpwYKkE8N0k-gWk6
GWASH LAUNDRY EXPRESS CIJAMBE,"Jl. Cijambe No.26, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 4061",Pasir Endah,Layanan Binatu,Asia/Jakarta,"0811-2439-194, +62 811-2439-194",NO,7.0,5.0,https://search.google.com/local/reviews?placeid=ChIJ2ffhk3ndaC4ROUmaITbwUS0&q=la,https://www.google.com/maps?cid=3265655320102979897,-6.909012499999999,107.6907698,None,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNULNlv-D6kuy9WsBi9dOnPsVLeqmoSi0aqSSXU
